tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az
mc223e	g		-73.0				-77.65831	166.7863				
mc223f	g		-73.5				-77.65831	166.7863				
mc223g	g		-58.0				-77.65831	166.7863				
mc223h	g		-48.0				-77.65831	166.7863				
mc223i	g		-42.0				-77.65831	166.7863				
mc223j	g		-32.5				-77.65831	166.7863				
mc223k	g		-75.5				-77.65831	166.7863				
mc223l	g		-67.5				-77.65831	166.7863				
mc224a	g		-23.5				-77.53045999999999	166.8839				
mc224b	g		-42.0				-77.53045999999999	166.8839				
mc224c	g		-32.5				-77.53045999999999	166.8839				
mc224d	g		-42.5				-77.53045999999999	166.8839				
mc224e	g		-44.5				-77.53045999999999	166.8839				
mc224f	g		-54.0				-77.53045999999999	166.8839				
mc224g	g		-57.5				-77.53045999999999	166.8839				
mc224h	g		-66.0				-77.53045999999999	166.8839				
mc224i	g		-57.0				-77.53045999999999	166.8839				
mc224j	g		-21.5				-77.53045999999999	166.8839				
mc224k	g		-22.0				-77.53045999999999	166.8839				
mc224l	g		-27.0				-77.53045999999999	166.8839				
mc224m	g		-59.5				-77.53045999999999	166.8839				
mc225a	g		-80.0				-77.58053000000001	166.80156000000002				
mc225b	g		-79.0				-77.58053000000001	166.80156000000002				
mc225c	g		-88.0				-77.58053000000001	166.80156000000002				
mc225d	g		-85.5				-77.58053000000001	166.80156000000002				
mc225e	g		-87.0				-77.58053000000001	166.80156000000002				
mc225f	g		-88.0				-77.58053000000001	166.80156000000002				
mc225g	g		-73.0				-77.58053000000001	166.80156000000002				
mc225h	g		-86.5				-77.58053000000001	166.80156000000002				
mc225i	g		-83.5				-77.58053000000001	166.80156000000002				
mc225j	g		-98.5				-77.58053000000001	166.80156000000002				
mc225k	g		-77.0				-77.58053000000001	166.80156000000002				
mc226a	g		-76.0				-77.61355	166.76571				
mc226b	g		-78.0				-77.61355	166.76571				
mc226c	g		-79.0				-77.61355	166.76571				
mc226d	g		-69.0				-77.61355	166.76571				
mc226e	g		-67.0				-77.61355	166.76571				
mc226f	g		-51.0				-77.61355	166.76571				
mc226g	g		-50.0				-77.61355	166.76571				
mc226h	g		-69.0				-77.61355	166.76571				
mc226i	g		-52.0				-77.61355	166.76571				
mc226j	g		-48.5				-77.61355	166.76571				
mc226k	g		-42.0				-77.61355	166.76571				
mc227a	g		-12.0				-77.27064	166.73278				
mc227b	g		-12.5				-77.27064	166.73278				
mc227c	g		-19.0				-77.27064	166.73278				
mc227d	g		-19.0				-77.27064	166.73278				
mc227e	g		-20.0				-77.27064	166.73278				
mc227f	g		-26.5				-77.27064	166.73278				
mc227g	g		-34.5				-77.27064	166.73278				
mc227h	g		-12.0				-77.27064	166.73278				
mc227i	g		-29.0				-77.27064	166.73278				
mc227j	g		-29.0				-77.27064	166.73278				
mc228a	g		-12.5				-77.2669	166.37738000000002				
mc228b	g		-23.0				-77.2669	166.37738000000002				
mc228c	g		-18.0				-77.2669	166.37738000000002				
mc228d	g		-12.5				-77.2669	166.37738000000002				
mc228e	g		-19.5				-77.2669	166.37738000000002				
mc228f	g		-37.5				-77.2669	166.37738000000002				
mc228g	g		-29.0				-77.2669	166.37738000000002				
mc228h	g		-21.0				-77.2669	166.37738000000002				
mc228i	g		-14.0				-77.2669	166.37738000000002				
mc228j	g		-24.5				-77.2669	166.37738000000002				
mc229a	g		-78.0				-77.48281	167.15435				
mc229b	g		-83.0				-77.48281	167.15435				
mc229c	g		-90.5				-77.48281	167.15435				
mc229d	g		-84.0				-77.48281	167.15435				
mc229e	g		-93.0				-77.48281	167.15435				
mc229f	g		-90.5				-77.48281	167.15435				
mc229g	g		-85.5				-77.48281	167.15435				
mc229h	g		-75.5				-77.48281	167.15435				
mc229i	g		-58.5				-77.48281	167.15435				
mc229j	g		-89.0				-77.48281	167.15435				
mc229k	g		-87.0				-77.48281	167.15435				
mc22a	g		-57.0				-78.2	166.54				
mc22b	g		-45.0				-78.2	166.54				
mc26a	g		-37.0				-78.21	166.57				
mc26b	g		-26.0				-78.21	166.57				
mc26c	g		-37.0				-78.21	166.57				
mc26d	g		-38.0				-78.21	166.57				
mc26e	g		-37.0				-78.21	166.57				
mc26f	g		-30.0				-78.21	166.57				
mc26g	g		-16.0				-78.21	166.57				
mc26h	g		-23.0				-78.21	166.57				
mc28a	g		-18.0				-78.29	164.73				
mc28b	g		-38.0				-78.29	164.73				
mc28c	g		-37.0				-78.29	164.73				
mc28d	g		-28.0				-78.29	164.73				
mc28e	g		-34.0				-78.29	164.73				
mc28f	g		-25.0				-78.29	164.73				
mc28g	g		-23.0				-78.29	164.73				
mc28h	g		-19.0				-78.29	164.73				
mc29a	g		-40.0				-78.31	164.8				
mc29b	g		-49.0				-78.31	164.8				
mc29c	g		-66.0				-78.31	164.8				
mc29d	g		-32.0				-78.31	164.8				
mc29e	g		-20.0				-78.31	164.8				
mc29f	g		-17.0				-78.31	164.8				
mc29g	g		-25.0				-78.31	164.8				
mc29h	g		-13.0				-78.31	164.8				
mc30a	g		-61.0				-78.34	164.87				
mc30b	g		-59.0				-78.34	164.87				
mc30c	g		-45.0				-78.34	164.87				
mc30d	g		-57.0				-78.34	164.87				
mc30e	g		-47.0				-78.34	164.87				
mc30f	g		-61.0				-78.34	164.87				
mc30g	g		-63.0				-78.34	164.87				
mc30h	g		-61.0				-78.34	164.87				
mc31a	g		-55.0				-78.34	164.28				
mc31b	g		-37.0				-78.34	164.28				
mc31c	g		-57.0				-78.34	164.28				
mc31d	g		-68.0				-78.34	164.28				
mc31e	g		-39.0				-78.34	164.28				
mc31f	g		-25.0				-78.34	164.28				
mc31g	g		-50.0				-78.34	164.28				
mc31h	g		-54.0				-78.34	164.28				
mc32a	g		-43.0				-78.36	164.3				
mc32b	g		-42.0				-78.36	164.3				
mc32c	g		-35.0				-78.36	164.3				
mc32d	g		-41.0				-78.36	164.3				
mc32e	g		-37.0				-78.36	164.3				
mc32f	g		-41.0				-78.36	164.3				
mc32g	g		-26.0				-78.36	164.3				
mc32h	g		-17.0				-78.36	164.3				
mc33a	g		-75.0				-78.38	164.34				
mc33b	g		-51.0				-78.38	164.34				
mc33c	g		-62.0				-78.38	164.34				
mc33d	g		-68.0				-78.38	164.34				
mc33e	g		-65.0				-78.38	164.34				
mc33f	g		-75.0				-78.38	164.34				
mc33g	g		-44.0				-78.38	164.34				
mc33h	g		-49.0				-78.38	164.34				
mc34a	g		-36.0				-78.39	164.27				
mc34b	g		-43.0				-78.39	164.27				
mc34c	g		-28.0				-78.39	164.27				
mc34d	g		-13.0				-78.39	164.27				
mc34e	g		-12.0				-78.39	164.27				
mc34f	g		-14.0				-78.39	164.27				
mc34g	g		-48.0				-78.39	164.27				
mc34h	g		-24.0				-78.39	164.27				
mc35a	g		-63.0				-78.39	164.23				
mc35b	g		-55.0				-78.39	164.23				
mc35c	g		-44.0				-78.39	164.23				
mc35d	g		-55.0				-78.39	164.23				
mc35e	g		-40.0				-78.39	164.23				
mc35f	g		-38.0				-78.39	164.23				
mc35g	g		-56.0				-78.39	164.23				
mc35h	g		-20.0				-78.39	164.23				
mc36a	g		-45.0				-78.39	164.27				
mc36b	g		-85.0				-78.39	164.27				
mc36c	g		-40.0				-78.39	164.27				
mc36d	g		-90.0				-78.39	164.27				
mc36e	g		-87.0				-78.39	164.27				
mc36f	g		-43.0				-78.39	164.27				
mc36g	g		-73.0				-78.39	164.27				
mc36h	g		-47.0				-78.39	164.27				
mc37a	g		-41.0				-78.4	164.27				
mc37b	g		-58.0				-78.4	164.27				
mc37c	g		-58.0				-78.4	164.27				
mc37d	g		-51.0				-78.4	164.27				
mc37e	g		-77.0				-78.4	164.27				
mc37f	g		-64.0				-78.4	164.27				
mc37g	g		-72.0				-78.4	164.27				
mc37h	g		-60.0				-78.4	164.27				
mc38a	g		-64.0				-78.4	164.21				
mc38b	g		-43.0				-78.4	164.21				
mc38c	g		-47.0				-78.4	164.21				
mc38d	g		-63.0				-78.4	164.21				
mc38e	g		-60.0				-78.4	164.21				
mc38f	g		-70.0				-78.4	164.21				
mc38g	g		-76.0				-78.4	164.21				
mc38h	g		-39.0				-78.4	164.21				
mc39a	g		-55.0				-78.39	164.21				
mc39b	g		-60.0				-78.39	164.21				
mc39c	g		-70.0				-78.39	164.21				
mc39d	g		-73.0				-78.39	164.21				
mc39e	g		-68.0				-78.39	164.21				
mc39f	g		-48.0				-78.39	164.21				
mc39g	g		-64.0				-78.39	164.21				
mc39h	g		-49.0				-78.39	164.21				
mc40a	g		-49.0				-78.39	164.2				
mc40b	g		-53.0				-78.39	164.2				
mc40c	g		-46.0				-78.39	164.2				
mc40d	g		-47.0				-78.39	164.2				
mc40e	g		-40.0				-78.39	164.2				
mc40f	g		-38.0				-78.39	164.2				
mc40g	g		-48.0				-78.39	164.2				
mc40h	g		-31.0				-78.39	164.2				
mc41a	g		-16.0				-78.39	164.2				
mc41b	g		-21.0				-78.39	164.12				
mc41c	g		-37.0				-78.39	164.12				
mc41d	g		-47.0				-78.39	164.12				
mc41e	g		-43.0				-78.39	164.12				
mc41f	g		-53.0				-78.39	164.12				
mc41g	g		-43.0				-78.39	164.12				
mc41h	g		-34.0				-78.39	164.12				
mc42a	g		-72.0				-78.37	164.12				
mc42b	g		-37.0				-78.37	164.12				
mc42c	g		-64.0				-78.37	164.12				
mc42d	g		-57.0				-78.37	164.12				
mc42e	g		-27.0				-78.37	164.12				
mc42f	g		-39.0				-78.37	164.12				
mc42g	g		-40.0				-78.37	164.12				
mc42h	g		-62.0				-78.37	164.12				
mc43a	g		-79.0				-78.37	164.24				
mc43b	g		-64.0				-78.37	164.24				
mc43c	g		-63.0				-78.37	164.24				
mc43d	g		-51.0				-78.37	164.24				
mc43e	g		-78.0				-78.37	164.24				
mc43f	g		-46.0				-78.37	164.24				
mc43g	g		-61.0				-78.37	164.24				
mc43h	g		-100.0				-78.37	164.24				
mc44a	g		-29.0				-78.36	164.26				
mc44b	g		-28.0				-78.36	164.26				
mc44c	g		-25.0				-78.36	164.26				
mc44d	g		-26.0				-78.36	164.26				
mc44e	g		-14.0				-78.36	164.26				
mc44f	g		-17.0				-78.36	164.26				
mc44g	g		-17.0				-78.36	164.26				
mc44h	g		-20.0				-78.36	164.26				
mc48a	g		-53.0				-78.24	163.36				
mc48b	g		-40.0				-78.24	163.36				
mc48c	g		-46.0				-78.24	163.36				
mc48d	g		-49.0				-78.24	163.36				
mc48e	g		-54.0				-78.24	163.36				
mc48f	g		-55.0				-78.24	163.36				
mc48g	g		-53.0				-78.24	163.36				
mc48h	g		-53.0				-78.24	163.36				
mc49a	g		-60.0				-78.24	163.36				
mc49b	g		-73.0				-78.24	163.36				
mc49c	g		-31.0				-78.24	163.36				
mc49d	g		-53.0				-78.24	163.36				
mc49e	g		-19.0				-78.24	163.36				
mc49f	g		-34.0				-78.24	163.36				
mc49g	g		-51.0				-78.24	163.36				
mc49h	g		-37.0				-78.24	163.36				
mc50a	g		-28.0				-78.25	163.22				
mc50b	g		-16.0				-78.25	163.22				
mc50c	g		-43.0				-78.25	163.22				
mc50d	g		-32.0				-78.25	163.22				
mc50e	g		-41.0				-78.25	163.22				
mc50f	g		-46.0				-78.25	163.22				
mc50g	g		-18.0				-78.25	163.22				
mc50h	g		-23.0				-78.25	163.22				
