tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_chi_volume	measurement_date	measurement_description	measurement_flag	measurement_lab_field_ac	measurement_number	measurement_standard	measurement_temp
	This study		nw033a4	nw033a4	nw033a4	nw033a4:LP-AN-MS	SIO-KLY4S	LP-X	1.378E-4	2007:06:20:23:31	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw033a5	nw033a5	nw033a5	nw033a5:LP-AN-MS	SIO-KLY4S	LP-X	6.951E-5	2007:06:20:23:34	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw034a1	nw034a1	nw034a1	nw034a1:LP-AN-MS	SIO-KLY4S	LP-X	2.805E-5	2007:06:20:23:36	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw034a2	nw034a2	nw034a2	nw034a2:LP-AN-MS	SIO-KLY4S	LP-X	6.992E-5	2007:06:20:23:40	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw034a3	nw034a3	nw034a3	nw034a3:LP-AN-MS	SIO-KLY4S	LP-X	3.849E-5	2007:06:20:23:44	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw034a4	nw034a4	nw034a4	nw034a4:LP-AN-MS	SIO-KLY4S	LP-X	5.428E-5	2007:06:20:23:47	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw034a5	nw034a5	nw034a5	nw034a5:LP-AN-MS	SIO-KLY4S	LP-X	1.685E-4	2007:06:20:23:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw035a1	nw035a1	nw035a1	nw035a1:LP-AN-MS	SIO-KLY4S	LP-X	1.792E-4	2007:06:20:23:59	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw035a2	nw035a2	nw035a2	nw035a2:LP-AN-MS	SIO-KLY4S	LP-X	1.844E-4	2007:06:21:00:02	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw035a3	nw035a3	nw035a3	nw035a3:LP-AN-MS	SIO-KLY4S	LP-X	1.749E-4	2007:06:21:00:05	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw035a4	nw035a4	nw035a4	nw035a4:LP-AN-MS	SIO-KLY4S	LP-X	1.694E-4	2007:06:21:00:09	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw035a5	nw035a5	nw035a5	nw035a5:LP-AN-MS	SIO-KLY4S	LP-X	1.727E-4	2007:06:21:00:12	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw036a1	nw036a1	nw036a1	nw036a1:LP-AN-MS	SIO-KLY4S	LP-X	9.317E-5	2007:06:21:00:15	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw036a2	nw036a2	nw036a2	nw036a2:LP-AN-MS	SIO-KLY4S	LP-X	1.028E-4	2007:06:21:00:18	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw036a3	nw036a3	nw036a3	nw036a3:LP-AN-MS	SIO-KLY4S	LP-X	5.508E-5	2007:06:21:00:23	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw036a4	nw036a4	nw036a4	nw036a4:LP-AN-MS	SIO-KLY4S	LP-X	1.156E-4	2007:06:21:00:27	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw037a1	nw037a1	nw037a1	nw037a1:LP-AN-MS	SIO-KLY4S	LP-X	2.269E-4	2007:06:21:00:34	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw037a2	nw037a2	nw037a2	nw037a2:LP-AN-MS	SIO-KLY4S	LP-X	7.204E-5	2007:06:21:00:36	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw037a3	nw037a3	nw037a3	nw037a3:LP-AN-MS	SIO-KLY4S	LP-X	6.959E-5	2007:06:21:00:40	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw037a4	nw037a4	nw037a4	nw037a4:LP-AN-MS	SIO-KLY4S	LP-X	7.187E-5	2007:06:21:00:44	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw037a5	nw037a5	nw037a5	nw037a5:LP-AN-MS	SIO-KLY4S	LP-X	9.956E-5	2007:06:21:00:47	Bulk measurement	g	3.770e-04	1	u	300
